Run,Energy Balance Model.Heat Capacity of Land & Ocean Surface[1],Energy Balance Model.Heat Capacity of Thermocline Ocean[1],Energy Balance Model.Heat Capacity of Deep Ocean[1],Energy Balance Model.Deep Ocean Heat Uptake Efficacy Factor[1],Energy Balance Model.Heat Transfer Coefficient between Land & Ocean Surface and Space[1],Energy Balance Model.Heat Transfer Coefficient between Surface and Thermocline Ocean[1],Energy Balance Model.Heat Transfer Coefficient between Thermocline Ocean and Deep Ocean[1],Aerosol Forcing.Scaling Aerosol Cloud Interactions Effective Radiative Forcing scaling factor[1],Aerosol Forcing.Logarithmic Aerosol Cloud Interactions Effective Radiative Forcing scaling factor[1],Aerosol Forcing.Effective Radiative Forcing from Aerosol Radiation Interactions per unit SO2 Emissions[1],CH4 Forcing.Calibration scaling of CH4 forcing[1],N2O Forcing.Calibration scaling of N2O forcing[1],Minor GHGs Forcing.Calibration scaling of Minor GHG forcing[1],Stratospheric Water Vapour Forcing.Calibration scaling of Stratospheric H2O forcing[1],BC on Snow Forcing.Calibration scaling of Black Carbon on Snow forcing[1],Land Use Forcing.Calibration scaling of Albedo forcing[1],Land Use Forcing.Calibration scaling of Irrigation forcing[1],Natural Forcing.Calibration scaling of Volcano forcing[1],CO2 Forcing.Calibration scaling of CO2 forcing[1],Natural Forcing.Amplitude of Effective Radiative Forcing from Solar Output Variations[1],Natural Forcing.Linear trend in Effective Radiative Forcing from Solar Output Variations[1],Ozone Forcing.Ozone forcing per unit CH4 concentration change[1],Ozone Forcing.Ozone forcing per unit N2O concentration change[1],Ozone Forcing.Ozone forcing per unit Montreal gases equivalent effective stratospheric chlorine concentration change[1],Ozone Forcing.Ozone forcing per unit CO emissions change[1],Ozone Forcing.Ozone forcing per unit VOC emissions change[1],Ozone Forcing.Ozone forcing per unit NOx emissions change[1],Ocean.Initial Cold surface ocean pH[1],Ocean.Initial Warm surface ocean pH[1],Ocean.Initial Cold surface ocean carbon reservoir[1],Ocean.Initial Warm surface ocean carbon reservoir[1],Ocean.Initial Intermediate depth ocean carbon reservoir[1],Ocean.Initial Deep ocean ocean carbon reservoir[1],Ocean.Depth of warm surface ocean layer[1],Ocean.Thickness of intermediate ocean layer[1],Ocean.Depth of cold surface ocean layer[1],Ocean.Reference overturning strength in Sv[1],Ocean.Reference intermediate to warm surface ocean mixing strength[1],Ocean.Reference cold surface to deep ocean mixing strength[1],Ocean.Reference strength of biological carbon pump in low latitude ocean[1],Ocean.Reference strength of biological carbon pump in high latitude ocean[1],Ocean.High latitude carbon pump transfer efficiency[1],CO2 Forcing.Atmospheric CO2 Concentration 1750[1],Ocean.Warm surface ocean alkalinity sensitivity to global T anomaly[1],Ocean.Cold surface ocean alkalinity sensitivity to global T anomaly[1],Ocean.High latitude carbon pump sensitivity to global T anomaly[1],Ocean.Warm surface ocean temperature sensitivity to global T anomaly[1],Ocean.Cold surface ocean temperature sensitivity to global T anomaly[1],Ocean.Warm surface ocean salinity sensitivity to global T anomaly[1],Ocean.Cold surface ocean salinity sensitivity to global T anomaly[1]
Run 774,4.429843257964484,11.837581244437484,127.6310986799752,1.0649274337193244,1.3478994737211505,1.9205353156110867,0.6414035353866301,-5.9164819357300775,0.0023398704892749,-0.0005671206365072,1.1810956958086136,1.0401605883633278,1.0350655596891631,0.685106214585872,0.311527250960016,0.1996206329573396,0.631223765788528,0.9094351646439118,1.0236777171266656,1.2141604265168562,0.0064724813545962,0.0002698043384355,0.0017320289969239,-3.262866216623397e-05,0.0001571391360468,-7.483555227593185e-05,0.0012481282520755,8.27188968535,8.15679102514,611.994796215,2896.8435521,9334.04708444,22691.1971594,398.8325016719845,969.5687868357812,465.73581538867467,19.938084222944468,56.81641488113201,28.98305137079252,2.6962625543179133,4.73399071227044,0.3685997445780614,278.9667109019275,-1.29700931322577e-06,-1.872166531265545e-05,-0.3369595573644789,0.67774493349815,0.6316632178295118,-0.0129700931322577,-0.1872166531265545
Run 839,5.542519534072184,6.892905149188069,147.73865379306557,1.0273184984078594,1.9678628120507624,1.238361959633863,0.8465891541974099,-8.158105446326562,0.0007622642242439,-0.0015937935876355,1.1803087426934928,0.8545566300752292,1.0122418781825309,0.9531232124631306,2.449464477623956,0.3818827717594664,-1.024283761270452,0.8812032513172998,0.967535639464942,0.5608709910509806,0.0068152505652669,0.0002251852920281,0.0007141524816681,-9.45074190604286e-06,0.0001081255578617,-0.000266782792804,0.0019844562299651,8.4628505763,8.14183142621,209.518106641,1185.66667492,8724.03432756,26296.1030225,162.5171015641086,926.805575889843,167.58980634782824,17.191617700217037,83.16038969843842,25.218510582036394,0.1029142356389229,7.721724305721672,0.302222703693812,276.81249289908186,-1.8346928473678664e-06,-1.024212717536606e-05,-0.3476810813630525,0.611179633732822,0.8761932978874263,-0.0183469284736786,-0.1024212717536606
Run 2022,6.282922537205677,13.761461845447284,66.52482983076091,1.4288122009625328,1.2660496619150416,1.697765350323443,0.7919403478573419,-1.792966547807123,0.005736727219014,-0.0012638272049595,1.101034834265611,1.0276862582964053,0.9031363370365152,1.0842064169159031,0.6801531390883142,1.3055258128766791,-0.4697693294533342,0.6440777172995922,1.1158663136113256,1.365603259876472,-0.0161544349222141,0.000207643346418,0.0014449708638578,-0.0001480377784831,8.016888059967012e-05,-0.0001856532970339,0.0014440919468751,8.41819684387,8.14287284555,277.094380829,2865.4107527,3931.36903477,30015.0385018,392.876768072586,406.5901076467456,218.80660920364085,24.035314155918243,84.94594033208503,10.5395654019608,2.7386858910453795,7.091798664547859,0.3385240842941662,278.54641689798103,-1.6618846608949318e-06,-8.667835277017884e-06,-0.3765738625162667,0.9937895128695178,0.7819323357748027,-0.0166188466089493,-0.0866783527701788
Run 4136,3.2480434945321583,6.78866545976288,131.44392780061,0.9852468377709952,1.49548393926375,2.6458489186831,0.5964052142681568,-0.4378208983825799,0.0456957454541342,-0.0049261419816738,1.0029544514906488,1.105885060075486,0.8403391116275573,0.2562559796761559,1.0450838198641283,1.5917183763824103,0.4626943888655449,1.1552772027769975,0.9558324089070293,0.8258024162645553,-0.0522864623379396,0.0003346236576989,0.0010203449482492,0.0001139398104296,0.0001308351029122,0.0004022765890085,0.0013579164605104,8.402674138,8.15129805127,424.419323066,2455.69957371,3661.63991695,30716.0364218,337.5419830796436,383.4239662341161,333.70533117164587,18.58560378624823,84.97144558465114,11.362749658780867,2.454278694682694,5.012057017305923,0.178740334411336,273.41429907657937,-3.579892094635501e-06,-2.421594448194905e-05,-0.3009394047741225,0.9520802972901596,0.4320469204936555,-0.035798920946355,-0.2421594448194904
Run 7615,4.706119294334092,17.51331201943401,338.33358592104145,0.7137351596514183,1.7549864699951032,3.06717256112897,0.7540041838827498,-0.9907976914696636,0.0126119027471312,-0.0023784684086641,0.7967973120808318,0.8545462184998067,0.9100752308449678,1.634211080324812,1.011262581019306,0.791186930359286,1.491305043841065,0.936966436972522,0.9325601639421912,1.4601731031842555,-0.0115035455343263,0.0002580740878148,0.0011067090978312,5.438547777106861e-05,8.48316677140214e-05,-0.0002789132663616,0.0022143341193386,8.46757742746,8.14180064254,574.168731506,1473.56485968,3494.22992616,31854.8771816,201.9769371911736,358.67552492839707,459.9153379711515,13.325147609806038,68.93043382416677,24.7634520583222,1.000446196072997,10.484767760947772,0.4587762576237977,276.5900965260768,-2.24563844641114e-06,-2.2275675071896915e-05,-0.2942870975700731,0.5865525072258552,0.4173605344004771,-0.0224563844641114,-0.2227567507189691
Run 9186,5.013435647206274,6.762691978676733,128.65128589701396,1.3353972908171168,0.9531684883877956,2.169528184437678,0.8778568404912748,-0.736274241973252,0.0265181607360553,-0.0040500362736127,0.9999684547103896,1.0076161174178406,0.9253071540854768,0.3342845785433813,1.5715586066350324,0.7212721803013442,0.0924955084769973,1.1132077622945795,0.981417443257222,1.2794834971500215,0.0409988460130859,0.0002166562125334,0.0013760418428376,-5.884226578335446e-05,8.638600271409208e-05,-9.095146060738458e-05,0.0021185477439962,8.34776665408,8.1491243287,511.029023937,2739.91584465,5495.41130506,27755.4505885,376.36492244531706,560.1676860967748,396.0374901724872,26.53209476797726,56.64126408398153,14.825039188732651,1.992504833291036,6.376034210752614,0.3310314140056446,278.56536148067494,-3.121062812268018e-06,-2.32971615366283e-05,-0.1452585038755489,0.5511325872055315,0.5875901173133484,-0.0312106281226801,-0.232971615366283
Run 9218,5.109542540019586,20.295238211771665,23.301110464411487,1.2864206944068752,2.2631798068043847,1.3279386876592878,0.5697001707495184,-1.1959173257957605,0.007654923432648,-0.0004200145801232,1.0830452288526529,1.0641509118822612,1.1491246810116806,0.8132571983506187,0.5015299492071139,1.293607304964396,1.5475741435591328,0.6696659182280977,1.126145020568659,0.8234663656883533,0.0656291641011479,0.0001671945865751,0.0016389691558633,-4.26918751619226e-05,1.8139294679495537e-05,-0.000193826582762,0.001503906545,8.52252108802,8.13671237406,101.198270947,1536.23276597,4168.64996818,32362.0248062,210.25312645401456,404.2821761445829,82.45546112125352,18.46516416588732,59.75947705579526,21.524521987854943,2.249021667064386,7.803170833031534,0.1072088143207521,277.65522563933865,-1.2199677351815775e-06,-1.33859019945916e-05,-0.133467728357386,0.4011501635134139,0.4801522473716567,-0.0121996773518157,-0.1338590199459159
Run 1216,4.128769945313389,12.844413188401557,82.21373880161754,1.1861342271336712,1.6467812412693827,4.470762710636411,0.6767626742853543,-1.4336941502236558,0.0018870170272574,-0.0052516356365681,0.8756212621852143,0.997583207867178,0.7969193044501723,0.9983987231988218,0.7661822320800176,1.2189059399553777,1.732591676497829,1.0232683226491024,0.9110516136252976,0.8666577511172706,0.0147901048825407,0.0002740345245584,0.0015513112454697,2.494381208647061e-05,0.0001902249809267,6.409775548649317e-05,0.0009376722061302,8.4372363471,8.14067513638,184.472211429,1263.00989507,7547.86803824,27279.0552865,173.05962300299163,782.5072608660055,146.45580479615532,22.21640575227393,86.48267498343404,29.22809769086452,2.3616674208907265,7.436445348562603,0.2389353163958064,279.0526070412715,-3.750357848614929e-06,-9.532945681640707e-06,-0.4093215314299773,0.5235439186455804,0.5004003029720168,-0.0375035784861492,-0.095329456816407
Run 2490,4.174200353305821,46.08560581264153,70.40399399727085,0.8260833822238656,1.3109261652541715,1.5010103924167912,0.759928499146358,-46.46303078337212,0.0003097092947594,-0.0002420470132956,1.1783322450949552,0.9005092567197118,1.0355330029961831,1.0895849824081154,3.1484988147078123,1.239474280227574,0.7291075468680513,1.0450194076513972,0.9799782243828014,1.3322988954016697,-0.0062688552386968,0.0002042528143136,0.0008670713602955,-1.4720883196676148e-06,0.000172505467475,0.0002499949544123,0.0020873462210976,8.37138950656,8.15055897937,373.0836571,1288.06010219,4632.99894729,29747.4514675,177.0081145910595,483.8706134873764,290.8959381886564,28.397722374066493,74.54747372114872,20.159959582368465,2.118138191977149,8.877003145901512,0.4983105642412752,275.9297015513669,-1.1267635359384197e-06,-5.488934553392737e-06,-0.1823514998961205,0.9570111730381506,0.692297851096079,-0.0112676353593841,-0.0548893455339273
Run 2742,2.982284590234762,22.72875957001269,122.57739677548446,0.8679123948230469,1.893113022806892,3.372363409240556,0.8189091035791976,-0.3039144858432864,0.0141015652046169,-0.0039705619971314,0.9813179805977932,1.0638825051492449,1.0259753301428631,1.5693436947245902,1.981358809157427,1.0867443078060026,0.8915629032141356,0.9189215065801803,1.0143548200652406,1.3749712708198367,0.0049620109374732,0.0002280218359398,0.001056643713797,2.5164063055464053e-06,4.165841536953572e-05,-0.0002992331024078,0.0018304677375091,8.45335200929,8.14052037828,111.153046457,1853.18932827,5814.87775407,29823.050597,253.9154184706748,586.5353358703532,88.66021230817842,19.32484088940847,73.41918902734902,18.098701990863656,2.6718925974453924,9.99490918211654,0.4386379184795572,278.279780445003,-3.079440979526733e-06,-1.1713887640292087e-05,-0.1669127496329623,0.7068895370951793,0.3123042031577621,-0.0307944097952673,-0.1171388764029208
Run 2879,5.081666094358459,13.834141878014943,85.37886231975742,1.2733644315552326,0.9200234865942354,3.2912400692174715,1.0303120352480957,-1.3684498005972563,0.0066213478246381,-0.0047378646713184,1.224869009299456,0.992412776105625,1.1501730597069493,1.531636128720475,0.8234989182999269,1.3288196618351005,1.753862955053001,1.0257793398675077,0.9765004678838844,1.335371023995438,-0.0019843993400857,0.0002114699114717,0.0011756076835193,-9.100518041824358e-05,0.0002202020101614,-1.0955824048567177e-05,0.0005516938874029,8.29216514648,8.15349215827,181.218396929,2793.91889008,8594.67024111,24102.9664048,384.2823939151192,918.0416865354664,138.55450166132434,23.64996604762345,86.19429273737589,11.1818087914194,2.9576510101548683,4.223582367465318,0.3678586095957236,279.62686349275947,-3.481288532985816e-06,-2.49476602661311e-05,-0.2051320712856446,0.6842206476597259,0.8012639542501665,-0.0348128853298581,-0.249476602661311
Run 2916,2.5290251913165256,8.531381965671278,25.65794529737484,1.2030802404119296,1.9128849152280067,3.2766867462381466,0.4466256779693505,-0.7360704033897851,0.0050772503643294,-0.0057101971913998,1.0627410677980371,0.9524013284399836,0.9978202465880208,2.006874848017872,0.8132647884765772,1.1006713948890914,-0.4926501069783387,0.9245049758041688,0.9499358561954324,1.121988982634624,-0.0743479850982994,0.000243771421531,0.0010827023972049,0.0001041574147803,4.786009366587096e-05,-0.000162900919756,0.001158107171102,8.51858645713,8.13715655639,501.792303229,1910.42757825,6669.36406252,30010.4097969,261.50037927015194,665.4537024433489,408.339936358091,12.998639367785984,67.23555998279336,15.355750566917214,1.7328318005689205,7.303270007785125,0.1768116873343087,277.52422929506275,-3.9905131942414175e-06,-2.302253612003733e-05,-0.1763674837563807,0.95846453508955,0.4495815841128859,-0.0399051319424141,-0.2302253612003733
Run 3014,3.766857824520121,4.120989418590243,99.99530637946464,1.270102822263941,1.0468789484561305,3.4771940247548963,1.0122524535056496,-0.7471492138992432,0.0396287911122528,-0.002551393790787,1.264011075041486,0.8659518704734123,1.2126561641567766,1.0103223993637476,0.7913559649423321,0.9034771933765572,1.585530096930225,0.9496804045537832,0.9622578130638588,1.598411678667247,0.0221756294844364,0.0002052273277611,0.0014261780986169,-0.0001056232314207,0.0001354592250441,2.279148647966036e-05,0.002484175787166,8.43065382767,8.14484250155,99.4037632381,2262.59918936,5087.46212995,29641.8568985,310.4053319305333,525.0803854694572,78.77010908930697,24.62403766045886,82.73697397085722,11.532670209872258,2.6036774357054817,5.614759416378809,0.1284839379104615,276.3928934435294,-2.3362019803004406e-06,-1.7173106567443644e-05,-0.4596644579682439,0.5786174189676716,0.5556002961382649,-0.0233620198030044,-0.1717310656744364
Run 3693,3.685991051659448,19.985114549934035,25.44543525041548,1.352479829497898,1.1687989602202606,1.6709269497432555,0.5943990597093862,-0.9610157671826018,0.0085102249007423,-0.0055409196409445,1.050460691065478,0.8913910956345804,0.7636267320643015,0.1471694290403881,1.750041599808816,0.7783702510879268,-0.0710154825653835,0.5960480906397956,1.015625887046702,0.7708288535254982,-6.922309658674575e-05,0.0001672414442208,0.0012717860700123,-7.78837008990817e-06,6.531314448356121e-05,-3.094640789375463e-05,0.000843498265554,8.44922351437,8.14024012323,250.079836299,2287.70909512,5366.29872226,28749.1297185,313.4255419437695,556.5805585257658,199.23301048469696,22.402203450434293,81.1437347138791,20.25149549436894,1.6692279664203729,6.883035059742453,0.2063544253402461,278.7071263332413,-3.901860082771341e-06,-2.6219647091469483e-05,-0.2988533266380019,0.5965216524517477,0.9713797215876996,-0.0390186008277134,-0.2621964709146948
