Run,Ocean.Depth of warm surface ocean layer[1],Ocean.Thickness of intermediate ocean layer[1],Ocean.Depth of cold surface ocean layer[1],Ocean.Reference overturning strength in Sv[1],Ocean.Reference intermediate to warm surface ocean mixing strength[1],Ocean.Reference cold surface to deep ocean mixing strength[1],Ocean.Reference strength of biological carbon pump in low latitude ocean[1],Ocean.Reference strength of biological carbon pump in high latitude ocean[1],Ocean.High latitude carbon pump transfer efficiency[1],Ocean.Atmospheric CO2 Concentration 1750[1]
Run 11,247.78749825736574,910.5983714718715,98.68687827292064,16.451110974566035,65.51809633029492,13.719405566671842,2.7143077368472635,5.299106423361891,0.47523865787861863,275.89018981140373
Run 12,422.58075498700265,737.5513445862082,139.79956205230917,11.40259945863657,80.97834461185644,11.340527454727539,0.03644719060627499,8.281793578206807,0.2813355255734532,277.75473293978183
Run 13,437.97348195349963,745.0748004165705,161.226862007043,13.750445252693162,85.37193920504711,17.096183400795297,2.856254492098585,10.463546640427522,0.27051625246855515,279.1507955797497
Run 14,312.32690824627804,845.4151659131013,290.1784254447771,21.905267149421334,65.41947623550983,26.305697756326424,2.7775213032520583,6.090406015838778,0.22816979137082774,278.1208628439668
Run 15,307.25405321898256,604.2411713539417,428.30901107127727,17.366246725343963,53.78543356395867,14.808314261106206,0.5344563259212826,5.595595786624978,0.3714355774510911,280.1236816041278
Run 16,129.04656939237427,902.6172672196875,465.01460332815975,15.34477744878248,76.26881461473982,11.132661138016049,1.0054893399550318,5.569671446039873,0.442398038844273,277.03752913789066
Run 17,111.32034948476122,464.09883925362533,452.17537252096673,17.013949330190297,78.25505662958939,17.3187611400882,0.6506317785362254,7.34711718622297,0.14433192405553333,278.7995243938198
Run 18,96.94132964880731,780.7806230086524,215.14812964965984,12.471673507400162,56.001804120216114,15.501031995548523,1.1620155635678697,9.280549344981097,0.40462113671881783,279.47888678011543
Run 19,343.99244081398945,925.4174553069378,296.99360525508445,29.806681028163723,56.47080412060038,12.75661297748399,2.78109504116839,5.7454002565241575,0.3747670969727541,281.60378721665853
Run 20,337.4433149015842,321.63052017183776,208.48511106598062,18.089226434280448,55.58031726486183,13.03256789637079,1.07053601535783,11.834183185608076,0.258284819263797,277.77619665902324
Run 21,213.32671519300615,504.0947546535453,466.2365149749542,20.538387231878374,70.44152758267953,15.129773153776707,1.3299467721276284,7.120761828370229,0.1512501822212593,279.22615383500863
Run 22,319.5908327583198,838.1486171288842,216.13751320970795,16.369976144505777,88.60136168414394,20.110631750446103,0.34464968325823686,9.729920976110897,0.1266352405039425,278.4521790624762
Run 23,493.6403017014185,557.7038404571488,295.36554466589087,16.80118368683303,74.87006617028261,25.993384672129523,0.8670071004786442,11.743875491502667,0.26241203527975215,277.0262330151832
Run 24,384.25223798039787,501.2470691176375,403.4354774722643,21.8737539602649,68.07771382900857,25.11845284479187,0.7175482142219022,6.354763979273082,0.2937583940404223,276.89555503749517
Run 25,385.54150603127175,624.5830692171891,281.6168130057781,25.076393076263656,60.42478182783242,20.10172094364306,1.170810054215273,4.010972135753066,0.36606022990916887,277.004389473896
Run 26,406.777245544405,454.0101960349417,282.0529963965521,17.959130869313217,74.75989606791919,26.017711507678502,2.353707980833465,4.631571028668131,0.3678061568121914,278.0147937729557
Run 27,265.0020283214675,829.2847047051735,457.2071527651469,21.833941981739095,57.88533372712831,17.250248342033846,2.8972529564461613,10.744798689366998,0.3261541475396326,276.98442768971273
Run 28,317.8998879423379,748.7756256245668,70.98096146494211,23.003588442151457,87.49286420097536,28.94246637201802,2.1067614631624134,7.242839044187778,0.44411594220625383,278.626593785267
Run 29,210.49926750873527,869.888497379337,459.30797468729867,11.859728470536764,60.07271487632295,28.825401327416746,1.3867806641457967,10.96825170863448,0.27619105202384353,277.41383912560275
Run 30,254.6402070079397,497.8269594624043,381.9150422742799,25.903446508827457,51.23897771148753,10.889439495247979,2.576249481840014,6.516172448409405,0.4396613418094021,280.267197264705
Run 31,420.72211678927295,545.3118129690215,253.85005413199167,14.548510894153338,64.87151839546458,12.562950285246128,2.989628093159153,10.391346265555907,0.490049945016918,281.17453195642884
Run 32,392.11017865901755,820.3792193631517,328.49551189810086,12.941180495726881,68.00836648240131,10.240915007557781,2.9569679300297658,5.216619461061325,0.23085977114702827,280.40385384812606
Run 33,378.1163710987507,417.69608640419426,263.8995180721443,26.365049821519086,87.19591466637019,22.02366935305897,0.29930608672203907,11.49218578486571,0.2549829723587337,279.80449224640046
Run 34,230.90108569648123,428.5262614684908,444.40088489198104,25.330382989517407,76.51048358928941,26.710223337845363,2.4095384590645583,7.124877708555594,0.29745518773470725,276.31545158481157
Run 35,353.0806297247496,359.02481173700846,322.22761297881743,25.825483083163505,67.73187120810789,11.48637029430596,1.138869775946111,6.487088019013436,0.24195339818077716,277.05052771620836
Run 36,240.4894282616754,492.6742083227981,397.7165612606851,16.4753396185928,53.54560869250107,23.622841672122952,1.6139610440896717,10.779621758572803,0.4442084840158146,278.7254621401197
Run 37,190.01806585646275,912.1765926197731,354.78157277860976,27.75492704412497,71.03361287080384,14.577199065087058,2.9838887014364373,10.70350151564572,0.45032020326103006,280.9921319840372
Run 38,159.01858008473533,522.4619966589561,288.59144558206117,23.048666584954727,82.56038164657033,10.476574497423009,0.531663680252712,6.753396413774087,0.2566024655047269,277.4968575930448
Run 39,85.29167320756517,353.0660335715032,257.3356670272475,23.94075132006118,62.941559787555136,21.28923693790982,0.7885457675807543,8.572718173258059,0.11588446279492214,281.2060094835703
Run 40,318.9385647190837,478.0248103685765,224.61816924788653,13.047389768192554,80.35435706119934,11.628243508026475,1.5249536245275417,9.86894205936616,0.3647338429127204,279.09682399413344
Run 41,202.1269288706361,651.998430984097,418.7847042412794,25.197347602014197,57.80812110111825,13.904093246276958,2.5827729908914736,10.655471759643328,0.28189989746931393,277.73611489480027
Run 42,440.30180459862737,852.8046464444419,158.68449749146447,12.358564335134666,81.76785864116496,21.515235378778947,0.3194826634180691,4.313184670672673,0.26506098053498045,276.0633430509947
Run 43,147.96853235627694,699.0179666335807,260.1689720204445,27.625974583046414,86.37887211294878,22.023141006524767,0.6984621271114584,6.317756189229821,0.33419508456466807,276.10689031944923
Run 44,390.4905481101955,910.4160336750703,87.23086412395278,17.591333781127894,55.31341446466434,11.480518324456451,1.16351480437591,10.210471093724838,0.2581400464690521,277.7480629438109
Run 45,376.9422822853614,613.7355239932951,499.103778110602,22.788468349516375,60.66162284773498,14.78422802646816,2.1961203792813064,6.3267346424370485,0.4083308519128229,278.1629686923263
Run 46,423.1413668562068,936.2508605436782,377.42505726288925,29.56545828051182,58.108289066682275,12.638585486883258,2.376865881670021,11.463316845261843,0.10431446831272245,276.5467698598543
Run 47,385.30921779927473,717.1089207625669,403.83795368552177,27.566175366692526,79.83934042381792,20.094581298666675,0.26868652737199183,8.975577358304616,0.38057388503689904,280.1079560459484
Run 48,302.38060464114847,830.4573941363665,190.04635336307425,17.523573391698662,87.79773937495185,14.030968096978453,0.20883874640671607,4.884280951567253,0.2987198611304165,277.8906724925127
Run 49,278.9273376346032,738.00805611751,360.608337721933,11.201635617227932,69.91986644109414,13.545568858995004,0.6507991381441329,7.215462587003148,0.2168155473717402,278.3171131136883
Run 50,177.08876638958859,520.4517450068885,434.6972515003589,22.322995832921514,70.74546541027163,26.55521969891989,2.3486508032839106,7.027500314548116,0.2046402578370119,277.11447237243937
Run 51,101.21461121584088,763.6604459161526,342.52485289033365,28.987610755451247,81.4055904278267,26.715845821405907,0.22192726457906065,9.837508534675365,0.1741028939984172,278.4060870804176
Run 52,403.9215342891657,752.3300503817354,238.5541481842001,20.26829193527261,71.27920605172389,23.724290285089822,0.8286235398696848,5.323115769371269,0.14928457062169598,278.3968102169367
Run 53,294.29222376466987,657.1380112373494,82.96704782062845,12.483464410429093,75.99362026255675,19.74595135706144,1.423557752085988,8.669716351037806,0.319476749105712,278.9863880897722
Run 54,406.0193723020945,605.6822550346283,352.5446857705475,27.598280636964297,71.90231545567903,22.424371346974297,1.1958030835676368,8.895952864370049,0.40390457783580813,277.20756622838115
Run 55,402.9955856592664,720.8389438189117,468.85014391149025,12.237746231964712,83.95192224244289,23.319453381713867,0.2972950628270664,10.128507218268048,0.17562768732196854,275.2816612791911
Run 56,217.7037875169193,392.06702216344667,272.678711503429,14.549099332854404,79.20557852223739,20.509952377844535,0.05304870203776846,10.454750247593058,0.24773915376810593,277.6070513920837
Run 57,149.00315806901858,693.4635015086154,119.05469523816099,11.397626189247603,55.92357267684672,23.63961041483379,1.516414506997552,9.275591686221663,0.23888552670625973,278.0817231204511
Run 58,469.5293453421901,819.850143812187,121.48510849835209,24.461963984032217,82.56632516584881,26.0814093887843,1.6147374892503281,8.674593923657401,0.1266048789530274,282.1140768625223
Run 59,478.6273970639849,417.16413474014945,288.2765524651911,23.807432616828912,60.22457387995961,22.02447422467344,0.2541047011245673,4.293352694352692,0.47655404230508447,279.639677231965
Run 60,237.7885657956373,760.4875949582988,324.3153389091037,12.191806086729304,65.54829709047641,19.175901894360937,2.4388028184490134,5.50120029192786,0.39325703275282675,277.9175179098429
Run 61,209.80106659594958,987.2209871764367,449.7719089463087,27.813839320797936,69.43094558583935,23.867606579454232,0.8740701959769704,6.94668884394238,0.2665651616054058,279.9245449281299
Run 62,237.6722916798264,753.1453780389311,176.1218002476669,26.695517167897183,77.19367636141297,16.023652380043018,2.7219417001040735,6.798992583571369,0.2509937128791047,279.1125123237342
Run 63,242.16753699888565,810.5891304838877,274.8494363446031,14.84779165166961,87.84145461990568,25.314084220868935,0.9544831586937319,9.408792939106927,0.12075727891622622,276.9410412174409
Run 64,116.78623274292342,486.4007347409323,455.25157912409384,13.374285993493945,50.925119461202,21.099342765370228,0.045127749830986774,11.248387482211632,0.4801231346807032,282.6711043055505
Run 65,476.6792976962584,717.81666317545,415.5448919442784,25.433789759698314,77.60801666479776,18.46249102787624,2.211423901365783,4.121910960985231,0.4854885837455237,278.0589770607291
Run 66,367.12633798068686,756.2081844967738,221.95607876748946,23.54648124093699,89.49242752214926,17.498237155359256,0.6930809649052162,5.690760427978298,0.15835589367258535,273.21195386420635
Run 67,246.85457610626247,504.75538816749463,422.01497668654486,22.29119968324737,62.15953600736414,13.89616027156178,2.1561515263067212,4.981944669329229,0.14619137248216652,275.54844543955005
Run 68,288.6143370258141,321.7981098731443,397.0510904347767,21.791189644370007,77.00098176113853,10.406226173287859,1.8135185679950503,10.311560199069248,0.34724436983724694,277.5749894428009
Run 69,346.7800133493549,699.0085174959577,235.63222050808218,21.14355597017387,82.24881731247507,12.49656957041918,1.6237683222997794,11.203654111440228,0.34336316540976264,278.0706828918059
Run 70,367.45879947750865,617.0720030431064,340.9200851596352,14.624702198753587,58.326763610389676,20.85881881856846,1.4043685461762083,5.699716201412325,0.2707632997478324,280.19742015722727
Run 71,89.89325649703986,547.3506088790829,81.93797748164347,13.892552568582355,82.68052896150759,10.621790990717235,1.8673935422284,6.106194226803376,0.44172665679979994,278.20974764144154
Run 72,183.4463398572888,940.7142798886518,161.88226473428398,15.560315725054231,81.22152790136253,15.877227809171204,1.7433925918603688,8.903256882537168,0.32306923170026197,280.9427204920813
Run 73,130.20004095338874,463.45535445861964,474.6520591670452,19.358502896417995,88.01170414701116,16.13090537799004,2.4415380704541865,7.430834066463987,0.37137547555239814,279.0140638403185
Run 74,278.25692596486783,487.1526172955048,243.01346229267622,18.648518931774078,89.51182735393837,17.145959000281792,2.612787620654981,9.914505365184962,0.17297028117824,280.0472377347337
Run 75,160.8032418745656,581.5053111868673,341.34547368966287,27.769030097206876,64.10229419464423,28.035695504054694,0.9792004905154433,9.78715579168843,0.146902180682284,275.671755717832
Run 76,475.01967449825725,669.5553131829926,450.4730625138595,18.900313065371652,60.358722349337434,12.920984588560628,2.885138886474467,9.492583808701257,0.16785480946692838,277.923780476676
Run 77,392.1342633295467,329.94748435815154,302.97342265348925,15.693089269572988,61.04510064815888,20.465750306477076,2.1807355477931956,7.221553665196624,0.49168180273074524,281.1801030228254
Run 78,100.87186592368099,426.9772682946437,361.87228934549506,22.1957675759956,76.94308424947683,13.481013183300899,2.168157192341222,4.252309269869168,0.3427005523523554,277.7440225967547
Run 79,269.7295409811202,985.7907975985607,66.69153947916553,24.271840908468263,69.26432252742126,20.192205429043945,0.9862528341876036,5.413427914373557,0.4836582099997272,276.6159039476608
Run 80,144.39848920035993,813.533262128907,105.00367226616946,24.983612375960956,78.37969804723267,27.051442005932035,0.29712206898726157,6.4555020451714,0.24679265765708017,280.0470891149127
Run 81,286.1524090536677,702.8667216995877,420.2915324022055,11.052459476026147,77.16100616940786,26.12059773934484,0.3309403248048205,11.475067893760192,0.4586499196662541,281.3905478485483
Run 82,493.1963811743855,774.6728071789687,486.74562761298654,16.29106769438151,62.766021584203656,26.604921202913246,2.4120660371519653,10.003345536216369,0.33611144211403665,279.07866824773356
Run 83,175.84682425418376,996.5529229397526,499.2852039106642,18.709883668318703,55.41786452933067,10.087798413527842,2.0338288866091543,8.314124358459736,0.18226582314900697,277.08608273002915
Run 84,437.98608751263407,594.3115913375286,384.4516965733455,28.011703544221305,66.76634067444056,21.16656633909203,2.4108825315597002,9.74195919758197,0.44162411669154644,275.5831133597735
Run 85,82.02098957236554,793.7509307250301,407.08972435899835,22.78764697696217,56.806958586630486,29.183154552824064,2.370302565129292,8.440081425825749,0.2277834743287643,277.91618309511017
Run 86,421.57253629987275,717.9242065129605,488.5000530119557,24.10075463644639,62.580504205607106,19.6493658914382,1.2850116752832232,4.979446817939385,0.44259409869150246,278.12477091690283
Run 87,493.4668589040559,527.8898849298373,349.6546980700348,16.020886293785303,54.51417544792088,28.09471055211567,2.189716111497459,6.0263934473587275,0.4546374646410182,272.95900577015203
Run 88,233.2878891764308,592.176142888542,401.05937067099575,12.131060604868047,64.89821675249854,15.577667789589704,1.9903919623275144,10.290364434090264,0.24342226244736734,278.9821420496383
Run 89,402.8818020033753,723.9035936297186,90.44698269699411,27.460003518405905,52.97093981253658,26.026626311051402,2.5636259300119373,5.100143324998033,0.3249010571421035,278.4065228166412
Run 90,384.2058389462289,577.8608498459971,425.3829259732688,16.308729538942615,75.82050376722675,20.21037565533598,0.2922526378355348,7.090595778302525,0.1234933780113689,278.4849322639609
Run 91,240.23499225115455,342.44726430606045,364.38264005359486,10.830408748742963,72.68407438056298,19.672640671495763,2.2795892675933684,7.874939106397202,0.20655403654922902,275.1779729052464
Run 92,175.0170210951802,391.5795591365354,198.73774885689892,14.73895442100773,62.56275920920473,18.139336308819146,0.36684059058383,8.719277677055906,0.35115701392098175,277.3556166678583
Run 93,379.7293889304336,394.12496382275924,277.08112565500653,20.376118786360934,67.2104108914011,17.933382036900976,0.6203873526751399,6.121639053992216,0.17455834033517637,274.53485198928445
Run 94,409.97582253115877,656.7885404774768,246.558930293238,14.389725526913534,87.44814319620038,15.866889745289965,2.4330366767101843,9.669483549613712,0.2715012091133061,278.44420381882037
Run 95,376.1259615899072,300.43684263669985,184.51759053060442,13.314895233169448,89.0282029053586,26.523783219671508,2.1695463947359994,9.246338951541109,0.11964515852694504,275.4390489694222
Run 96,166.75513322485205,976.0734389482409,436.35567709944115,16.296231237467147,85.73089223782343,24.86527759027778,0.9090704995017049,11.501330679849906,0.3837835180247028,279.07307765126905
Run 97,339.0347945762519,519.4679604366063,456.5429039119272,10.520950200062716,76.24442565138213,10.819696810439892,1.4357165696924412,5.617058483818759,0.3857476340615892,278.9370990747068
Run 98,125.91610784463691,610.8246532294422,486.0861848027093,19.876213359696454,52.843127225989626,10.610605621179946,1.1633589705977427,4.655620558549793,0.33990268105562693,276.9903755237349
Run 99,279.7701419121836,722.6756912961741,161.6121351628533,29.204849121705216,70.65347296521999,10.003043882858854,1.24807596457301,5.062182112082481,0.2506564261379124,277.21886557611816
Run 100,71.00572633963391,430.7190053746489,74.73586311530765,20.494337628065956,68.14793308064102,24.938513975383167,0.26610740337757965,8.168973398799771,0.39458139568125494,279.0195719860027
Run 101,480.87036282245293,843.2119805492059,72.02181808161873,25.745159557345104,73.56657297393215,19.316972430163055,0.7869075112752327,4.03923586505283,0.26803991576944713,278.0202096219909
Run 102,317.6770008335238,418.3943731632662,488.1307808509752,24.829743069647822,53.727340133116265,19.767901728781858,0.23753205709040004,6.047480279485957,0.18378996296972555,278.79312821510354
Run 103,196.36497072490633,656.5116715045467,343.19899344729316,16.88195445759166,68.95883958303821,28.718247992919416,0.9897304438330997,4.781038329080501,0.13401427548932482,276.603976048887
Run 104,113.33979696213157,983.79952094507,114.10330415024987,28.074027044098738,81.44800410089462,17.19376007786918,1.3469979474607416,7.905719857450272,0.45482829614565856,278.30372866905225
Run 105,165.96083570525508,871.7582798841343,446.0755674802368,11.609576269240664,64.04590957065817,16.820805954412094,0.022939089963253445,8.51406224036518,0.16750683513162762,281.1719541182835
Run 106,283.1180825848893,557.4190953219343,206.49025836666,23.06527314863039,55.78947129389401,25.69386733850019,2.354146246757137,10.693096011910201,0.424507197870048,276.20951443225755
Run 107,483.8659019236979,666.7583875523444,409.63052737735376,21.44689845273233,69.48678321209164,24.54260217934298,2.285462346583653,7.528422640390834,0.18853927983053775,279.2862212588887
Run 108,435.8680842169928,855.6117827509948,473.16040574793385,24.190694559510067,85.7275529185634,18.432644195155866,2.925980577141218,9.143912061872841,0.17688756835752512,280.0818154030184
Run 109,56.742734111479805,632.723802857457,232.71328998862197,20.440811421418033,60.26635070199852,14.100835493921352,0.7973571015819823,9.80974055322179,0.3992210439430479,278.6432443154572
Run 110,227.62334870299136,528.3357046704077,405.2046641159841,11.900784215152711,72.38159276712176,28.264723515367276,0.28603347605430707,6.371287753872605,0.20453555309094096,280.10284196882964
Run 111,477.58537228082804,676.5196713485923,214.77266038916702,21.599316330260965,80.96143115376691,17.57676712818645,1.2930723172183125,10.951857309064366,0.10887134969949108,280.8895880417969
Run 112,201.44783081332218,419.87877052543615,63.6530885475611,11.362394853294175,87.02104622136815,10.511787403633567,0.09565106190900352,5.021068353894528,0.10199412991141128,278.62651409810877
Run 113,413.46633285709476,813.7933949033751,94.90272223024326,24.340344031402868,89.00952244701571,17.466786747731273,1.7741144481642401,9.086547508205129,0.28737122908246593,276.1519532175755
Run 114,383.3981821858479,497.5869353080479,53.426752892100275,22.508660745485017,79.661081038182,22.97918720197415,0.8331733860011308,7.917647191116151,0.3320222263443087,277.2992189866788
Run 115,207.32497463989966,868.6372726948728,140.21541334348728,11.37252973508134,76.65927430187534,10.067906202572939,0.2666611206171444,9.400418064744198,0.1459783746517581,275.55069048557266
Run 116,493.9771308501936,308.96455803184523,138.1319835330287,26.870410314399372,60.859151282916876,10.896083831382938,2.678002931433549,9.399147614934845,0.3268988242360569,277.43065414909034
Run 117,307.89118948964614,998.0803198899521,394.25917329656033,13.059313255433324,76.78766525388008,14.30610674572625,1.085770828353061,11.397216938089429,0.418135419269004,277.35435431372815
Run 118,308.6226031320668,900.4046337115726,402.8413496520642,27.09141243917561,52.78565123201144,23.465491389696307,1.0746421345764594,7.332004070089976,0.19369175215834655,278.6686810343437
Run 119,257.03136029837333,546.1469969632851,138.88082029950425,12.424612382286961,72.47961102891534,27.18932524045162,0.9521563095887805,7.027695595531035,0.49822588634928644,278.4473285226351
Run 120,135.42039281511958,556.0766191672894,476.1240263546747,25.840625275832377,69.77100972405084,23.0729151020144,0.844326481634386,9.560116438669517,0.1635482146140968,277.14743945650036
Run 121,119.20856924482334,432.81365324706184,179.49112078009674,21.828534892201176,86.25973295282546,29.80749910857122,1.6526110665505302,4.039621526085485,0.30330642788089823,276.1721301637731
Run 122,198.35693726789987,855.9797478544972,88.1126894068336,23.642783385546146,85.71018480176036,25.69531712467449,2.8811815664336473,6.323673887193273,0.183480634666511,276.62275236132524
Run 123,204.59742104568898,977.6584529956601,477.82918765181745,29.700870751297806,67.30683216584413,15.116155662638885,2.1364108512265143,6.876411143870057,0.21600486305770292,278.99384335397554
Run 124,475.72473094789154,748.2366241027182,125.03466464302262,26.634890955250807,53.55974977547778,22.461131285970623,2.8371401152182307,10.080925469697343,0.4507015840852179,278.76263844714447
Run 125,193.68068533352096,687.1111637821452,476.45766539751776,17.38343579156154,70.4477175265234,19.118515063202068,0.2767757426559744,7.844990954333887,0.40169987381731576,278.5308717785486
Run 126,485.5346749396082,969.4364610607299,343.1352030253513,14.7071165877686,81.21677525117826,12.100400366386586,0.2539304286874141,9.56129823062619,0.4827504509412216,276.619750558853
Run 127,201.7576037796503,943.1400899447065,423.259827047054,10.125640958641736,54.09138698862547,17.513842527447878,1.2861575496191424,7.597455748804246,0.26610532256264735,278.8485853447173
Run 128,210.4457906847731,376.6697168880296,465.99257175504755,24.194712664186333,61.03202273264542,11.598122593653102,1.340392889385112,4.819514314806102,0.17881973183958255,275.5714909638081
Run 129,180.15914984159087,489.2166859356689,421.4944400490899,12.554379508910731,73.85051024681407,21.37076331686956,1.9227251411110577,9.231250237365993,0.21111866032087737,277.5699825703892
Run 130,487.4322946452397,935.7044263132907,373.2956299067351,22.771426180350105,74.80246680273098,24.169534379418728,0.49017885636578684,6.619454486247553,0.4443208444907787,278.9763442107171
Run 131,157.53120437739298,579.5344761903216,468.466005900909,16.87997216286233,55.276368759829,10.958208766754263,0.5876343723933098,5.688915451925455,0.44848104504983766,276.9656814060676
Run 132,496.37107935885297,323.45515126205646,105.43448347688603,11.664410249004842,52.416977486943,13.232831699750871,2.2911837216860267,8.277250651690682,0.39387666483121475,280.6385414903401
Run 133,409.15093505376484,898.0460795305742,390.5618249202994,21.36926465610621,77.52374661405725,25.90874862099905,1.9966301857171636,7.892373532003234,0.2355270235416208,277.23509792420424
Run 134,131.67929353320346,797.9843563954097,262.8725013791046,17.466632447570944,65.91815380030458,17.020537674975458,2.67579135246212,6.0585008783375445,0.272552129299504,278.84838185453935
Run 135,318.0768252443172,791.6690718907264,124.60264024592101,22.01026406973705,86.88193400753764,28.83769489877894,0.757740466207496,9.393988509260424,0.14106708512708588,277.0224472403573
Run 136,210.3049458339959,970.0069121381251,293.0632571340824,10.765679497271105,61.404183638409705,24.095660053393996,2.2234382872153895,7.804835077869202,0.12061186567537958,282.51971970156376
Run 137,139.04898290274195,951.7585180012175,474.1094883884891,11.632979895792603,66.6662254293819,14.205011406953968,0.6042118244698926,8.006454677039244,0.42481842863271346,275.3580458138586
Run 138,64.8053386444591,924.8042287669679,278.2596300186398,23.703219991144564,89.7452468426759,23.18431115828794,1.3242460639127231,8.156220352679359,0.11841796226709862,277.95637421457764
Run 139,248.5237535023932,998.9642492360683,332.28776005069983,18.222689261976193,72.5244306983216,13.601459616224254,0.3942686698945056,11.714769852819334,0.4599387647588259,281.01040122437195
Run 140,305.42872114884824,953.2050468881076,77.68843767245707,28.02632148500971,85.60794877386282,19.091666518327102,2.2815086751443685,10.982029869867716,0.4422532984010087,278.1348697881091
Run 141,460.79345722661935,400.9436540656691,451.5764386941588,17.596869596156267,86.1074897991357,17.130049638777848,2.839378262895539,4.737982616897531,0.4111778292426297,278.3875278831731
Run 142,287.7520569665928,780.1725363982013,163.03960828247068,19.003817620711253,57.449707596024474,27.15666182833187,2.7227993084786517,6.868953104679641,0.28269036898007177,277.0149285894734
Run 143,421.36574220048,742.2644656483021,386.8438089196752,20.307010375392554,50.82517096823659,28.858985622093357,0.4380494056471961,11.218118931660573,0.11266539340849797,281.070274289178
Run 144,107.93977906103116,377.9200130919736,490.34905545129914,12.511410777310438,63.79000315902672,10.521926929421582,1.8430740338213387,10.120654004432119,0.2663162537196996,276.9626473773925
Run 145,238.15676197092748,310.7573394037004,484.4765088471122,25.909925658420143,53.91550836338732,21.018371081378415,2.2630711953028246,8.045203356549226,0.3717738419952584,280.17221099664783
Run 146,74.81368354045482,970.8175991413849,254.7799336249285,17.785135595817952,71.44609525084397,18.72543170841799,0.1854852785113401,4.1317771444214015,0.46139281743108995,278.3888177644045
Run 147,157.4343833200191,890.0548363831994,367.18974408840785,28.267096312217195,84.79988100218009,26.599403622112938,1.0795502564632984,9.37084458572517,0.4361885415249308,272.6489382990791
Run 148,181.3955671996267,684.1784349967761,347.5813914984115,16.53686625015394,66.78331573872022,22.941168429416443,2.2813157159857997,5.928844414948262,0.3021067753735272,276.5043338851187
Run 149,342.03083440653165,589.8917035958364,140.7521247513107,22.09379963680908,57.26251510597982,23.30397126379826,0.7334724292609107,11.819462200242043,0.1556256921999336,278.4877929715142
Run 150,478.3461697493887,938.0659691141218,82.9286626244555,29.53429854794677,86.25509886706188,21.508568206878945,0.5663921225116979,6.275435013356726,0.42267100769137755,277.9060029772674
Run 151,375.68457341673786,675.7318342968556,383.4437700035251,20.98405183106756,84.48946849543128,27.582366790060593,1.445333331568743,4.215928864520027,0.11879465816448304,279.75669218517146
Run 152,497.20436771444514,382.3140820236331,322.0551935997407,29.825823337960607,81.99717380401896,20.93250903972364,1.8263785237678607,9.26442805639438,0.38979275583053286,278.39117742324095
Run 153,90.52312701884988,776.1564918871612,349.6226000225291,25.815188560812942,72.11402804853824,22.02354321636119,2.857386504131904,11.404525014780454,0.2760781727206383,277.6312740173266
Run 154,173.2874792773961,929.94096729538,118.82512121006194,29.633351322723456,63.44516414010593,24.80643403153367,1.1859693260642765,8.304279154126682,0.22235561942232956,278.42418101057837
Run 155,118.2438233146906,883.078473587047,416.5352711610201,28.91578056841167,78.19071066297214,24.219793364490627,2.14836218231586,6.067738389526057,0.12323082880769327,276.38599706268883
Run 156,241.15215846830552,639.4939501626036,88.51528025733955,23.555860866422528,75.41745508018629,17.85529070947128,2.593461417721988,7.956179837648189,0.40911495944579856,276.8966646942059
